employee_id,first_name,last_name,department,salary,joining_date,age
960,Jason,Noble,Operations,54151.84,10/24/2022,29
961,Stephen,Frey,Finance,57261.68,7/7/2023,32
962,Erica,Bautista,Finance,72656.93,1/14/2021,28
963,Roberto,Gutierrez,Finance,56078.16,9/26/2024,43
964,Carla,Barker,HR,76766.15,10/20/2020,45
965,Heather,Baldwin,Finance,57149.01,1/3/2024,44
966,Jeffrey,Flores,Finance,80654.57,3/24/2024,45
967,Adam,Bradshaw,HR,71955.56,5/13/2024,24
968,Sharon,Mejia,HR,96890.76,8/11/2020,47
969,Mary,Santos,Marketing,77416.12,7/26/2023,33
970,Travis,Richardson,Finance,41761.19,10/22/2023,52
971,Kimberly,Hill,Finance,38040.89,11/10/2020,55
972,Brian,Fields,Marketing,95908.28,6/10/2023,33
973,Jenna,Reeves,Finance,82632.42,10/31/2021,42
974,Angela,Higgins,Operations,45452.52,8/9/2020,23
975,Anna,Rogers,IT,98904.04,4/3/2021,58
976,Adam,Rush,Finance,70638.71,6/26/2023,47
977,Courtney,Andersen,Operations,30133.72,10/29/2023,33
978,Brenda,Joyce,IT,41966.82,11/14/2020,42
979,James,Brown,Finance,31054.69,5/13/2020,25
980,Jason,Bailey,IT,93593.58,11/7/2021,53
981,Timothy,English,Marketing,66114.78,7/30/2020,27
982,Adam,Lowe,IT,93174.12,9/21/2024,27
983,Rebecca,Crosby,Finance,52424.11,11/16/2023,38
984,Charles,Morris,Finance,66316.14,4/11/2024,38
985,Daniel,Kelley,Finance,76269.41,11/19/2023,22
986,Alex,Johnston,Finance,78005.06,3/12/2023,60
987,Michelle,Koch,Operations,57775.65,1/4/2023,33
988,Mason,Tran,Finance,73823.79,10/13/2022,46
989,Benjamin,Martinez,Operations,45594.95,8/11/2022,35
990,Frank,Miller,IT,73566.74,11/19/2020,51
991,Dillon,Maldonado,IT,31881.6,7/17/2020,56
992,Angela,Jones,HR,31208.08,6/1/2021,38
993,Richard,Bright,HR,39884.28,7/7/2021,36
994,Daniel,White,Finance,34859.95,11/16/2020,39
995,Mary,Wagner,Marketing,35956.07,12/15/2023,45
996,Brandi,Cowan,Finance,97102.57,11/7/2024,41
997,Michael,Gray,IT,40509.73,3/11/2023,37
998,Cassandra,Rodriguez,Finance,72886.03,7/25/2024,32
999,April,Howard,Operations,32177.63,4/6/2022,29
1000,Benjamin,Palmer,IT,87670.82,4/3/2020,38
